iter	RMSE
0	0.768097807
1	0.7571127152
2	0.7404546845
3	0.7249261336
4	0.7086484424
5	0.6950903608
6	0.6795655484
7	0.6663546927
8	0.6547125889
9	0.6398595834
10	0.6259142657
11	0.6110082396
12	0.5981388391
13	0.5866152532
14	0.5732196097
15	0.5606310956
16	0.549281226
17	0.538392561
18	0.52838288
19	0.5176622903
20	0.5064809731
21	0.4946608154
22	0.4853985963
23	0.4746516064
24	0.4650362984
25	0.4558776379
26	0.4479708279
27	0.4381398198
28	0.4287851909
29	0.4194025844
30	0.4114278976
31	0.4031899822
32	0.3958938291
33	0.3892124427
34	0.3828312109
35	0.3758055101
36	0.369031848
37	0.3627006931
38	0.355679663
39	0.3484296704
40	0.3419476099
41	0.3357181527
42	0.3298322928
43	0.3234358805
44	0.3183791246
45	0.3116108663
46	0.3058262783
47	0.3000102325
48	0.2945841163
49	0.2897559607
50	0.284049852
51	0.2786586985
52	0.2732254387
53	0.2674068878
54	0.2629196718
55	0.2586544332
56	0.2548453971
57	0.2497785873
58	0.2457637158
59	0.2408293732
60	0.2371109044
61	0.2325499893
62	0.2277681006
63	0.2237769811
64	0.2197938606
65	0.2167018573
66	0.2130534527
67	0.2089560598
68	0.2055979948
69	0.2027763348
70	0.1995681983
71	0.1959610135
72	0.1925218143
73	0.1895307194
74	0.1866582337
75	0.1835450277
76	0.1803723241
77	0.1779190565
78	0.1752711563
79	0.1733505612
80	0.170955315
81	0.1681648679
82	0.1656738198
83	0.1633067348
84	0.1605451559
85	0.1584972355
86	0.1565209138
87	0.1541220894
88	0.1522082952
89	0.1505127147
90	0.1487464362
91	0.1464416712
92	0.1443075588
93	0.1423796412
94	0.1404668259
95	0.1387877165
96	0.1373808993
97	0.1356532285
98	0.1338400132
99	0.1321482122
100	0.1303887074
101	0.1287970398
102	0.1269937245
103	0.1257044861
104	0.1242179295
105	0.122474464
106	0.1211286807
107	0.1197504069
108	0.1183681673
109	0.1171496186
110	0.1156316973
111	0.1143183699
112	0.1131669698
113	0.1116967998
114	0.1103884578
115	0.1093039486
116	0.1084383082
117	0.1072127112
118	0.1060402392
119	0.1051337026
120	0.1043804535
121	0.1035514508
122	0.1025728032
123	0.1016306891
124	0.1007652101
125	0.09972584122
126	0.09889711791
127	0.09797965091
128	0.09719530455
129	0.0964856473
130	0.09582511095
131	0.0950447556
132	0.09417368748
133	0.09352562191
134	0.09260362568
135	0.09197790952
136	0.09107889198
137	0.09029970236
138	0.08936511299
139	0.08871623662
140	0.08812915373
141	0.08752822775
142	0.08686057392
143	0.0863458056
144	0.08583767391
145	0.0853908114
146	0.08497314585
147	0.08439062535
148	0.08392370144
149	0.08318799921
150	0.08249788138
151	0.08200367047
152	0.0814956993
153	0.08086798936
154	0.08020006338
155	0.07975614896
156	0.07914506091
157	0.07859451425
158	0.07809127443
159	0.07749426575
160	0.07699413157
161	0.07654473837
162	0.07619683026
163	0.0758142019
164	0.0753350472
165	0.07503611288
166	0.074697726
167	0.0743634084
168	0.07398002919
169	0.07355215706
170	0.07304806693
171	0.07253407331
172	0.07213506346
173	0.071668599
174	0.07127209279
175	0.07094691925
176	0.07037553634
177	0.07005195766
178	0.06971730765
179	0.06940280556
180	0.06911934034
181	0.06878170938
182	0.06821172756
183	0.06798731708
184	0.06758039301
185	0.06733107999
186	0.06708046267
187	0.06670810575
188	0.06654069415
189	0.06611065344
190	0.06569503796
191	0.06534982169
192	0.06497371125
193	0.0646822218
194	0.06438532634
195	0.06405489909
196	0.06377651958
197	0.06328832633
198	0.06302862579
199	0.06280093845
200	0.06261636912
201	0.06243225197
202	0.06226004167
203	0.0621118556
204	0.06190726063
205	0.06162449629
206	0.0611508707
207	0.06100859109
208	0.06070970422
209	0.06047791293
210	0.05997776376
211	0.05956994312
212	0.05928206823
213	0.05910543688
214	0.05886260489
215	0.05865782261
216	0.05840641067
217	0.05816575076
218	0.05787929491
219	0.05770855601
220	0.05750287265
221	0.05706952679
222	0.05685444807
223	0.05653366146
224	0.05636395773
225	0.05621125307
226	0.05578814578
227	0.05558177916
228	0.05528894805
229	0.0550758308
230	0.05495717769
231	0.05487837219
232	0.05453615878
233	0.05442406324
234	0.05428578068
235	0.05416054093
236	0.05404180028
237	0.0538647917
238	0.05363142863
239	0.05350666696
240	0.05327552594
241	0.05310837955
242	0.05293918276
243	0.05265722798
244	0.05250103445
245	0.05226434246
246	0.05218986944
247	0.05201599416
248	0.05192290436
249	0.05176284112
250	0.05167093099
251	0.05150414988
252	0.05136827304
253	0.05122866604
254	0.05096389373
255	0.0508420035
256	0.05075022986
257	0.0505455816
258	0.0503016129
259	0.0500913789
260	0.04986527435
261	0.04962623171
262	0.04939147031
263	0.04919939726
264	0.04907429108
265	0.04894288336
266	0.04883820415
267	0.04873400023
268	0.04861274347
269	0.04849917159
270	0.04837959699
271	0.04820566665
272	0.04808345192
273	0.04796670712
274	0.04777632402
275	0.04767240929
276	0.04754239215
277	0.0472339369
278	0.04704764263
279	0.04699924334
280	0.04668117054
281	0.04657904206
282	0.04643041405
283	0.04629992086
284	0.04605540025
285	0.0458893512
286	0.04566744608
287	0.04552396159
288	0.04534824873
289	0.04499240154
290	0.04484101264
291	0.04457800299
292	0.04445880615
293	0.04426281079
294	0.04401443692
295	0.04386683389
296	0.0438273382
297	0.04356669484
298	0.04353268738
299	0.04349304389
300	0.0434572279
301	0.0433986203
302	0.04335737124
303	0.04330780964
304	0.04302297421
305	0.04280389598
306	0.04277484995
307	0.04267944246
308	0.04254627544
309	0.04226015308
310	0.04217703519
311	0.0419479873
312	0.04182298758
313	0.04168219623
314	0.04142495323
315	0.04121424941
316	0.04108229482
317	0.04105124576
318	0.0409704426
319	0.04093368141
320	0.04070587709
321	0.04066711138
322	0.04050009295
323	0.04023034089
324	0.03992418262
325	0.03978580465
326	0.03972576715
327	0.03950806775
328	0.03947720758
329	0.03942925959
330	0.03919409572
331	0.03903735513
332	0.03872720186
333	0.03865256917
334	0.0385811172
335	0.03850180788
336	0.03826792476
337	0.0380422095
338	0.0379575811
339	0.03793235067
340	0.03767520971
341	0.03760281076
342	0.03753292783
343	0.03733556366
344	0.03715487791
345	0.03700023743
346	0.03680640353
347	0.03677265637
348	0.03658944563
349	0.03641052766
350	0.03638661244
351	0.03624779498
